STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH
42,45,407700,1400000US42045407700,42045407700,4077.0,Delaware,PA,Pennsylvania,"Census Tract 4077, Delaware County, Pennsylvania",2662.0,22.0,2299.0,0.9715,0.3378,0.9715,0.4948,0.8536,0.8627,0.7035,0.6084,3.0282,0.857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4843,0.7059,0.034,1.2242,0.2019,0.7891,0.0,0.0,0.7891,0.368,0.8476,0.8476,0.8476,5.8891,0.4917,0.5009,0.5009,0.5009,0.3411,0.4127,0.801,0.7543,0.5461,0.4176,0.5149,3.7877,0.5672,0.5436,0.3456,0.4528,0.5727,1.9147,0.4176,0.0,0.5072,0.5072,0.2492,6.7105,0.4798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,10.63,0.58,33.61,0.0,0.0,0.0,0.0,0.0,0.0,84.75,78.09999999999998,16.42,100.0,0.0,0.0,99.47000000000001,29.9,22.2724,8.1,8.2,51.7,27.6444,5.9,16.9,16.4,19.9,11.9,1.9,0.0,0.3,30.7,9.9,6.6,13.7,9.9,0.4272,0.5445,0.471,0.3955,0.4677
42,45,407801,1400000US42045407801,42045407801,4078.01,Delaware,PA,Pennsylvania,"Census Tract 4078.01, Delaware County, Pennsylva",4608.0,190.0,4564.0,1.1884,0.4626,0.9884,0.5085,0.8536,0.8643,0.7394,0.6198,3.0771,0.8715,0.0,0.6587,0.0,0.9214,0.0,0.0,1.5801,0.7807,0.3853,0.7491,0.2063,1.3407,0.2951,0.7504,0.651,0.0,1.4014,0.6806,0.7816,0.7816,0.7816,8.1809,0.9055,0.0972,0.0972,0.0972,0.0908,0.0416,0.2275,0.0662,0.2535,0.0115,0.408,1.0991,0.0609,0.8647,0.3327,0.4603,0.2137,1.8714,0.3808,0.0,0.7121,0.7121,0.4124,3.7798,0.0829,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.67,10.64,0.62,33.87,0.0,49.99,0.0,62.83,0.0,0.0,100.0,81.44,13.71,96.33,85.06,0.0,93.67,5.2,9.6314,1.5,2.9,8.7,19.5438,0.5,13.9,23.2,19.7,12.0,0.2,0.0,1.2,31.9,8.5,9.8,10.9,9.3,0.4999,0.1594,0.9651,0.319,0.1577
42,45,407802,1400000US42045407802,42045407802,4078.02,Delaware,PA,Pennsylvania,"Census Tract 4078.02, Delaware County, Pennsylva",6190.0,261.0,5776.0,1.1685,0.4518,0.9685,0.4924,0.8187,0.8643,0.7394,0.6296,3.052,0.8644,0.0,0.7672,0.0,0.7141,0.0,0.0,1.4813,0.745,0.3853,0.8456,0.2928,1.5237,0.466,0.7136,0.7502,0.0,1.4638,0.7198,0.8251,0.8251,0.8251,8.3459,0.9209,0.0675,0.0675,0.0675,0.0132,0.1544,0.6286,0.0426,0.0952,0.0409,0.05,1.0249,0.0522,0.7472,0.6182,0.2349,0.2502,1.8505,0.3637,0.0,0.3832,0.3832,0.1614,3.3261,0.0476,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.33,10.64,0.62,34.12,0.0,82.42,0.0,3.87,0.0,0.0,100.0,88.34,12.67,88.62999999999998,99.55,0.0,98.2,4.0,2.4879,3.7,5.9,6.8,14.6811,1.2,3.6,20.0,23.7,8.9,0.3,0.0,0.1,28.6,8.7,8.1,11.3,8.6,0.3032,0.2054,0.8173,0.2307,0.1966
42,45,407803,1400000US42045407803,42045407803,4078.03,Delaware,PA,Pennsylvania,"Census Tract 4078.03, Delaware County, Pennsylva",5483.0,195.0,3676.0,0.859,0.2705,0.659,0.2506,0.8187,0.8643,0.7035,0.6173,3.0038,0.8499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853,0.9605,0.0757,1.4215,0.369,0.7891,0.2873,0.0,1.0764,0.5183,0.8533,0.8533,0.8533,6.355,0.5959,0.1996,0.1996,0.1996,0.03,0.1727,0.3157,0.1205,0.2437,0.2059,0.05,1.1385,0.0655,0.5011,0.5542,0.2772,0.4935,1.826,0.3443,0.0,0.3832,0.3832,0.1614,3.5473,0.0631,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.33,10.64,0.58,33.81,0.0,0.0,0.0,0.0,0.0,0.0,100.0,96.08,15.46,100.0,14.53,0.0,99.6,9.8,5.3256,4.0,3.5,12.1,19.2777,3.4,3.6,15.7,22.8,9.5,1.3,0.0,0.1,26.9,8.9,7.6,11.9,8.0,0.2135,0.2567,0.7108,0.1638,0.2588
42,45,407804,1400000US42045407804,42045407804,4078.04,Delaware,PA,Pennsylvania,"Census Tract 4078.04, Delaware County, Pennsylva",4420.0,230.0,2112.0,0.9844,0.3452,0.7844,0.3425,0.8187,0.8659,0.6937,0.6067,2.985,0.8438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853,0.9951,0.3431,1.7235,0.6332,0.7891,0.633,0.0,1.4221,0.6935,0.8567,0.8567,0.8567,6.9873,0.7257,0.1643,0.1643,0.1643,0.0253,0.1314,0.3296,0.0055,0.2971,0.0643,0.2137,1.0669,0.0569,0.5559,0.7243,0.1814,0.3491,1.8107,0.3321,0.0,0.4452,0.4452,0.1995,3.4871,0.0587,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.33,10.65,0.57,33.57,0.0,0.0,0.0,0.0,0.0,0.0,100.0,99.38,11.92,100.0,81.12999999999998,0.0,99.72000000000001,8.1,4.7511,3.3,3.6,2.0,20.6965,1.6,8.7,16.6,25.4,8.1,0.6,0.0,0.2,27.2,8.9,7.7,12.0,8.0,0.2282,0.2567,0.7342,0.1638,0.27
42,45,407805,1400000US42045407805,42045407805,4078.05,Delaware,PA,Pennsylvania,"Census Tract 4078.05, Delaware County, Pennsylva",1841.0,125.0,1354.0,0.7746,0.2231,0.5746,0.1938,0.8187,0.8643,0.6937,0.6084,2.9851,0.8438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853,0.9089,0.1184,1.4126,0.3606,0.7891,0.0,0.0,0.7891,0.368,0.8567,0.8567,0.8567,6.0435,0.5269,0.0701,0.0701,0.0701,0.0202,0.1034,0.7098,0.0635,0.0531,0.232,0.1695,1.3515,0.0919,0.4578,0.6249,0.194,0.6298,1.9065,0.4103,0.0,0.0,0.0,0.0,3.3281,0.0477,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.33,10.64,0.57,33.61,0.0,0.0,0.0,0.0,0.0,0.0,100.0,92.53,14.83,100.0,0.0,0.0,99.72000000000001,4.1,4.0196,2.8,6.8,8.5,12.6736,3.7,7.5,15.0,23.8,8.3,2.5,0.0,0.0,27.6,8.8,7.8,11.7,8.2,0.249,0.2306,0.7565,0.1841,0.238
42,45,407806,1400000US42045407806,42045407806,4078.06,Delaware,PA,Pennsylvania,"Census Tract 4078.06, Delaware County, Pennsylva",1705.0,99.0,3245.0,0.8471,0.2633,0.6471,0.2418,0.8767,0.8627,0.7215,0.6271,3.088,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5169,0.7136,0.1573,1.3878,0.3369,0.7891,0.0,0.0,0.7891,0.368,0.8035,0.8035,0.8034,6.0684,0.5324,0.4817,0.4817,0.4817,0.0705,0.369,0.0151,0.0481,0.121,0.0356,0.0884,0.7477,0.0262,0.6399,0.4573,0.0512,0.6861,1.8345,0.3511,0.5427,0.5072,1.0499,0.6848,4.1138,0.1147,0.0,0.0,1.0,0.0,0.0,1.0,0.2,4.0,10.63,0.6,34.06,0.0,0.0,0.0,0.0,0.0,0.0,75.33,78.69,14.33,100.0,0.0,0.0,96.29,28.2,8.4457,7.3,0.6,7.3,15.6406,1.1,5.0,18.0,21.5,5.3,3.3,1.1,0.3,29.0,8.9,7.9,11.6,9.1,0.3259,0.2567,0.778,0.293,0.2276
42,45,407901,1400000US42045407901,42045407901,4079.01,Delaware,PA,Pennsylvania,"Census Tract 4079.01, Delaware County, Pennsylva",3852.0,167.0,2910.0,0.9701,0.3369,0.7701,0.3323,0.8187,0.8591,0.5868,0.5571,2.8217,0.7966,0.0,0.2972,0.0,0.6661,0.0,0.0,0.9633,0.594,0.3853,0.5401,0.7646,1.69,0.6071,0.2739,0.5323,0.0,0.8062,0.4007,0.7836,0.7836,0.7835,7.0648,0.7398,0.2036,0.2036,0.2036,0.0286,0.0207,0.3594,0.0247,0.0832,0.0064,0.014,0.537,0.0117,0.8023,0.5236,0.1346,0.2502,1.7107,0.2597,0.0,0.5876,0.5876,0.316,3.0389,0.0303,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.33,10.61,0.47,32.41,0.0,0.24,0.0,1.36,0.0,0.0,100.0,64.83,6.06,1.58,58.37,0.0,93.99,10.0,5.1742,0.9,3.8,5.0,14.1797,0.3,1.7,21.3,22.4,7.3,0.3,0.0,0.5,29.1,8.5,8.7,10.0,8.7,0.3316,0.1594,0.9013,0.242,0.085
42,45,407902,1400000US42045407902,42045407902,4079.02,Delaware,PA,Pennsylvania,"Census Tract 4079.02, Delaware County, Pennsylva",2897.0,160.0,2823.0,0.7419,0.2052,0.7419,0.3098,0.8187,0.8573,0.621,0.5811,2.8781,0.8132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4142,0.6787,0.6095,1.7024,0.6169,0.6925,0.574,0.0,1.2665,0.6072,0.7933,0.7933,0.7933,6.6403,0.6572,0.2879,0.2879,0.2879,0.0711,0.1261,0.2712,0.5548,0.0962,0.1073,0.1317,1.3584,0.093,0.4636,0.6511,0.1039,0.3491,1.5677,0.175,0.0,0.5876,0.5876,0.316,3.8016,0.0847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,10.6,0.5,32.96,0.0,0.0,0.0,0.0,0.0,0.0,98.48,75.95,7.75,83.54999999999998,67.79,0.0,95.28,14.6,8.4915,3.2,3.2,35.1,14.7224,2.2,6.4,15.1,24.2,6.7,0.6,0.0,0.5,25.1,8.5,6.9,10.9,7.4,0.1349,0.1594,0.5402,0.1101,0.1577
42,45,407903,1400000US42045407903,42045407903,4079.03,Delaware,PA,Pennsylvania,"Census Tract 4079.03, Delaware County, Pennsylva",3667.0,183.0,2631.0,1.0098,0.3603,1.0098,0.5265,0.8187,0.8608,0.6842,0.578,2.9417,0.8311,0.0,0.437,0.0,0.942,0.0,0.0,1.379,0.711,0.3853,0.7004,0.4052,1.4909,0.4352,0.5632,0.751,0.0,1.3142,0.6318,0.7737,0.7737,0.7737,7.8995,0.8719,0.516,0.516,0.516,0.0601,0.0537,0.1993,0.5794,0.3847,0.1149,0.2359,1.628,0.133,0.4036,0.487,0.14,0.5373,1.5679,0.1751,0.0,0.6153,0.6153,0.3388,4.3272,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,10.62,0.56,32.89,0.0,7.19,0.0,76.51,0.0,0.0,100.0,77.68,10.83,49.52,99.58,0.0,93.23,31.3,7.7471,1.8,2.7,36.9,23.0211,2.3,9.3,14.1,21.9,7.4,1.6,0.0,0.6,25.9,8.7,6.9,11.6,7.8,0.1668,0.2054,0.5402,0.1444,0.2276
42,45,408001,1400000US42045408001,42045408001,4080.01,Delaware,PA,Pennsylvania,"Census Tract 4080.01, Delaware County, Pennsylva",5972.0,239.0,3971.0,0.7896,0.2314,0.5896,0.2035,0.7884,0.8591,0.5984,0.5325,2.7784,0.7852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4984,0.8041,0.4315,1.734,0.6407,0.0,0.5057,0.0,0.5057,0.168,0.7831,0.7831,0.7831,5.8012,0.4702,0.2322,0.2322,0.2322,0.0596,0.2798,0.2275,0.0257,0.1777,0.0,0.3782,1.1485,0.0668,0.7859,0.4573,0.41,0.7399,2.3931,0.8059,0.0,0.3832,0.3832,0.1614,4.157,0.1194,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,10.61,0.48,31.84,0.0,0.0,0.0,0.0,0.0,0.0,80.84,85.47,10.33,0.0,52.62,0.0,93.9,11.5,7.7194,5.8,2.9,5.1,17.4559,0.0,13.1,20.9,21.5,11.3,4.4,0.0,0.1,30.9,8.8,8.5,11.9,9.5,0.4397,0.2306,0.8794,0.344,0.2588
42,45,408002,1400000US42045408002,42045408002,4080.02,Delaware,PA,Pennsylvania,"Census Tract 4080.02, Delaware County, Pennsylva",4088.0,220.0,4865.0,1.2475,0.4963,1.0475,0.5553,0.8187,0.8627,0.6743,0.5684,2.9241,0.8261,0.0,0.5991,0.0,0.7643,0.0,0.0,1.3634,0.7063,0.4568,0.6155,0.6389,1.7112,0.6242,0.0,0.5092,0.0,0.5092,0.1696,0.7824,0.7824,0.7823,7.2903,0.7802,0.3125,0.3125,0.3125,0.2005,0.2915,0.4719,0.1418,0.3959,0.0463,0.3558,1.9037,0.1774,0.9311,0.1212,0.5786,0.6217,2.2526,0.709,0.0,0.8784,0.8784,0.5402,5.3472,0.2673,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.33,10.63,0.55,32.67,0.0,34.09,0.0,8.68,0.0,0.0,91.47000000000001,71.07,7.42,0.0,53.38,0.0,93.75,16.1,15.4057,6.0,4.6,13.2,23.3144,1.3,12.5,26.9,14.8,13.7,2.4,0.0,3.9,31.0,9.0,9.1,11.9,10.2,0.446,0.2831,0.9332,0.4345,0.2588
42,45,408101,1400000US42045408101,42045408101,4081.01,Delaware,PA,Pennsylvania,"Census Tract 4081.01, Delaware County, Pennsylva",5552.0,247.0,3275.0,1.1028,0.415,0.9028,0.4376,0.7884,0.8591,0.6544,0.5645,2.8664,0.81,0.9231,0.0,0.0,0.0,0.0,0.0,0.9231,0.5814,0.4783,0.8006,0.256,1.5349,0.4762,0.0,0.7666,0.0,0.7666,0.3209,0.8567,0.8567,0.8567,6.9477,0.7186,0.236,0.236,0.236,0.0487,0.3964,0.1858,0.0909,0.285,0.0463,0.1662,1.2193,0.0752,0.9214,0.3788,0.4175,0.5938,2.3115,0.7517,0.0,0.9456,0.9456,0.6081,4.7124,0.1842,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,10.61,0.53,32.58,0.45,0.0,0.0,0.0,0.0,0.0,86.31,85.20999999999998,13.11,0.0,100.0,0.0,99.72000000000001,11.7,6.9283,7.8,2.6,10.3,20.3829,1.3,7.4,26.1,20.4,11.4,2.1,0.0,9.5,32.7,8.8,9.7,11.0,10.1,0.5477,0.2306,0.9619,0.4209,0.1672
42,45,408102,1400000US42045408102,42045408102,4081.02,Delaware,PA,Pennsylvania,"Census Tract 4081.02, Delaware County, Pennsylva",3577.0,203.0,2159.0,1.254,0.5,1.054,0.5604,0.7884,0.8608,0.7035,0.5699,2.9226,0.8256,0.0,0.531,0.0,0.0,0.0,0.0,0.531,0.3382,0.5414,0.8892,0.2037,1.6343,0.5622,0.0,0.7195,0.0,0.7195,0.2898,0.8567,0.8567,0.8567,6.6641,0.6623,0.3275,0.3275,0.3275,0.2623,0.3637,0.5953,0.1481,0.4569,0.1722,0.5711,2.5696,0.3023,0.8244,0.3586,0.7152,0.7316,2.6298,0.9185,0.0,0.6383,0.6383,0.3566,6.1652,0.3917,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,10.62,0.58,32.7,0.0,19.7,0.0,0.0,0.0,0.0,67.74,91.27,13.75,0.0,96.87,0.0,99.72000000000001,17.0,18.452,7.2,5.6,13.5,24.9615,3.0,18.6,21.9,20.1,16.0,4.2,0.0,0.7,30.7,8.7,8.7,11.2,9.6,0.4272,0.2054,0.9013,0.3566,0.1865
42,45,408103,1400000US42045408103,42045408103,4081.03,Delaware,PA,Pennsylvania,"Census Tract 4081.03, Delaware County, Pennsylva",4590.0,237.0,7549.0,1.2191,0.4796,1.0191,0.5338,0.7884,0.8643,0.7215,0.5877,2.9619,0.8366,0.0,0.833,0.0,0.0,0.0,0.0,0.833,0.5054,0.5095,0.948,0.0503,1.5078,0.4511,0.0,0.734,0.0,0.734,0.2988,0.8567,0.8567,0.8567,6.8934,0.7083,0.332,0.332,0.332,0.1213,0.3345,0.1223,0.4102,0.4165,0.2847,0.3558,2.0453,0.202,0.7607,0.5165,0.41,0.7591,2.4463,0.8363,0.0,0.8192,0.8192,0.4901,5.6428,0.3108,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,10.64,0.6,33.12,0.0,98.08,0.0,0.0,0.0,0.0,77.44,95.17,16.0,0.0,98.45,0.0,99.72000000000001,17.3,11.3927,6.7,2.1,26.3,23.855,4.3,12.5,20.3,22.3,11.3,4.9,0.0,2.5,30.8,9.0,8.1,12.7,9.8,0.4334,0.2831,0.8173,0.3826,0.3505
42,45,408300,1400000US42045408300,42045408300,4083.0,Delaware,PA,Pennsylvania,"Census Tract 4083, Delaware County, Pennsylvania",4501.0,357.0,5112.0,1.0679,0.395,1.0679,0.5708,0.7884,0.8573,0.6743,0.5356,2.8556,0.8066,0.9334,0.7192,0.0,0.0,0.0,0.0,1.6526,0.8068,0.6425,0.794,0.2262,1.6627,0.5847,0.7891,0.6003,0.0,1.3894,0.6733,0.8907,0.8907,0.8906,8.451,0.9303,0.4133,0.4133,0.4133,0.1507,0.0207,0.5953,0.4977,0.231,0.0643,0.1594,1.7191,0.1476,0.5982,0.1375,0.0565,0.4203,1.2125,0.0628,0.0,0.9809,0.9809,0.6478,4.3258,0.1376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.6,0.55,31.91,2.38,68.05,0.0,0.0,0.0,0.0,36.08,84.72,13.5,100.0,73.92,0.0,99.93,22.8,12.9512,0.9,5.6,31.4,18.9344,1.6,7.2,17.3,15.4,5.5,0.9,0.0,30.2,23.3,9.1,6.6,12.4,6.9,0.0811,0.3108,0.471,0.0765,0.3156
42,45,408400,1400000US42045408400,42045408400,4084.0,Delaware,PA,Pennsylvania,"Census Tract 4084, Delaware County, Pennsylvania",2109.0,148.0,1840.0,1.3805,0.5649,0.9805,0.5024,0.7884,0.8573,0.6544,0.5498,2.8499,0.8048,0.9522,0.4404,0.0,0.0,0.0,0.0,1.3926,0.7157,0.3853,0.2083,0.6948,1.2884,0.2513,0.4141,0.6554,0.0,1.0695,0.5155,0.8567,0.8567,0.8567,7.4571,0.8077,0.0948,0.0948,0.0948,0.1214,0.0377,0.2138,0.6055,0.3614,0.0087,0.2769,1.6254,0.1326,0.9928,0.0545,0.9406,0.0,1.9879,0.4812,0.0,0.9106,0.9106,0.5722,4.6187,0.1728,1.0,0.0,1.0,0.0,0.0,2.0,0.4,3.0,10.6,0.53,32.24,11.09,7.5,0.0,0.0,0.0,0.0,100.0,33.62,6.83,20.17,85.97,0.0,99.72000000000001,5.1,11.3992,1.4,2.8,38.8,22.3926,0.4,10.4,49.5,10.1,23.3,0.0,0.0,5.4,37.8,7.7,13.6,8.0,10.8,0.7959,0.0409,0.9952,0.5105,0.0078
42,45,408500,1400000US42045408500,42045408500,4085.0,Delaware,PA,Pennsylvania,"Census Tract 4085, Delaware County, Pennsylvania",4118.0,325.0,2642.0,1.0403,0.3785,0.8403,0.3877,0.7884,0.8608,0.7035,0.5839,2.9366,0.8296,0.9932,0.0,0.0,0.0,0.0,0.0,0.9932,0.6066,0.4227,0.843,0.3324,1.5981,0.5321,0.0,0.7666,0.0,0.7666,0.3209,0.8576,0.8576,0.8576,7.1521,0.756,0.3399,0.3399,0.3399,0.0531,0.2382,0.3007,0.1118,0.3527,0.0409,0.2889,1.3863,0.0964,0.5741,0.6116,0.2631,0.6217,2.0705,0.5581,0.0,0.0,0.0,0.0,3.7967,0.0843,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,10.62,0.58,33.03,93.38,0.0,0.0,0.0,0.0,0.0,97.52,88.19,12.08,0.0,100.0,0.0,99.73,17.8,7.2365,5.1,3.4,11.6,22.1774,1.2,10.7,16.9,23.6,9.3,2.4,0.0,0.0,27.4,8.6,7.6,11.3,8.4,0.2385,0.182,0.7108,0.2073,0.1966
42,45,408600,1400000US42045408600,42045408600,4086.0,Delaware,PA,Pennsylvania,"Census Tract 4086, Delaware County, Pennsylvania",3335.0,164.0,1686.0,1.0314,0.3731,0.8314,0.38,0.7884,0.8608,0.6743,0.573,2.8965,0.8183,0.9959,0.0,0.0,0.0,0.0,0.0,0.9959,0.6081,0.3853,0.9509,0.1184,1.4546,0.4004,0.5675,0.6005,0.0,1.168,0.56,0.8615,0.8615,0.8615,7.3765,0.7944,0.0898,0.0898,0.0898,0.0385,0.034,0.0804,0.1842,0.4412,0.1722,0.0475,0.998,0.0491,0.6162,0.5165,0.3064,0.2502,1.6893,0.2451,0.0,0.3832,0.3832,0.1614,3.1603,0.037,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,10.62,0.55,32.77,100.0,0.0,0.0,0.0,0.0,0.0,100.0,95.37,14.83,50.57,73.95,0.0,99.78,4.9,6.1469,1.3,1.7,15.3,24.537,3.0,3.5,17.6,22.3,9.9,0.3,0.0,0.1,26.4,8.6,7.7,10.9,7.7,0.1893,0.182,0.7342,0.1359,0.1577
42,45,408700,1400000US42045408700,42045408700,4087.0,Delaware,PA,Pennsylvania,"Census Tract 4087, Delaware County, Pennsylvania",4886.0,193.0,2523.0,1.0659,0.3938,0.8659,0.4082,0.7884,0.8608,0.6842,0.5899,2.9233,0.8258,0.9829,0.0,0.0,0.0,0.0,0.0,0.9829,0.6027,0.5332,0.9894,0.1715,1.6941,0.6105,0.7891,0.1892,0.0,0.9783,0.4723,0.8932,0.8932,0.8932,7.4718,0.8099,0.1618,0.1618,0.1618,0.0365,0.0583,0.3296,0.078,0.1216,0.0518,0.2068,0.8826,0.0375,0.4888,0.7673,0.1814,0.4599,1.8974,0.4027,0.0,0.5072,0.5072,0.2492,3.449,0.056,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,10.62,0.56,33.17,57.49,0.0,0.0,0.0,0.0,0.0,70.28,98.56,14.13,100.0,1.45,0.0,99.95,8.0,5.9284,1.9,3.6,9.5,15.6563,1.4,8.5,15.5,26.2,8.1,1.1,0.0,0.3,25.9,8.6,7.5,10.9,7.4,0.1668,0.182,0.6866,0.1101,0.1577
42,45,408800,1400000US42045408800,42045408800,4088.0,Delaware,PA,Pennsylvania,"Census Tract 4088, Delaware County, Pennsylvania",4974.0,403.0,2460.0,0.8182,0.2472,0.8182,0.3692,0.7884,0.8591,0.6937,0.571,2.9122,0.8226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6416,0.8531,0.1865,1.6812,0.6003,0.7891,0.6288,0.0,1.4179,0.6909,0.8932,0.8932,0.8932,6.9045,0.7102,0.3225,0.3225,0.3225,0.3422,0.1204,0.5605,0.3634,0.4017,0.0307,0.1488,1.9677,0.1886,0.4888,0.6641,0.201,0.399,1.7529,0.289,0.0,0.0,0.0,0.0,4.0431,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.61,0.57,32.72,0.0,0.0,0.0,0.0,0.0,0.0,36.29,88.86,13.94,100.0,80.29999999999998,0.0,99.95,16.7,22.316,3.1,5.3,23.9,23.4689,1.0,6.9,15.5,24.4,8.4,0.8,0.0,0.0,26.6,8.9,7.4,11.7,8.1,0.1989,0.2567,0.6609,0.174,0.238
42,45,408900,1400000US42045408900,42045408900,4089.0,Delaware,PA,Pennsylvania,"Census Tract 4089, Delaware County, Pennsylvania",2956.0,150.0,986.0,0.9312,0.3127,0.7312,0.3022,0.7884,0.8643,0.7035,0.6079,2.9641,0.8372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3853,0.971,0.1914,1.5477,0.4879,0.7891,0.722,0.0,1.5111,0.7506,0.8932,0.8932,0.8932,6.9161,0.7125,0.1382,0.1382,0.1382,0.0156,0.0089,0.6674,0.0338,0.0349,0.0409,0.1126,0.9141,0.0408,0.5923,0.7821,0.1088,0.2502,1.7334,0.275,0.0,0.0,0.0,0.0,2.7857,0.0187,0.0,0.0,1.0,0.0,0.0,1.0,0.2,3.0,10.64,0.58,33.6,0.0,0.0,0.0,0.0,0.0,0.0,100.0,96.88,13.89,100.0,97.2,0.0,99.95,6.9,3.2138,0.4,6.3,6.0,11.3767,1.2,5.8,17.2,26.5,6.8,0.3,0.0,0.0,25.3,8.2,7.5,9.9,7.0,0.1419,0.1022,0.6866,0.0826,0.0786
42,45,409000,1400000US42045409000,42045409000,4090.0,Delaware,PA,Pennsylvania,"Census Tract 4090, Delaware County, Pennsylvania",3732.0,201.0,2497.0,0.9862,0.346,0.9862,0.5067,0.7884,0.8659,0.6937,0.6079,2.9559,0.8346,0.9377,0.0,0.0,0.0,0.0,0.0,0.9377,0.5857,0.3853,0.9453,0.1381,1.4687,0.4143,0.7285,0.7666,0.0,1.4951,0.7397,0.8932,0.8932,0.8932,7.7506,0.8522,0.3663,0.3663,0.3663,0.0742,0.2858,0.5605,0.0828,0.3853,0.1384,0.1488,1.6758,0.1408,0.3108,0.7673,0.1346,0.5938,1.8065,0.3288,0.0,0.4452,0.4452,0.1995,4.2938,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.65,0.57,33.6,3.58,0.0,0.0,0.0,0.0,0.0,100.0,94.99,14.56,91.98,100.0,0.0,99.95,19.5,8.6758,5.9,5.3,9.8,23.0354,2.6,6.9,12.5,26.2,7.3,2.1,0.0,0.2,25.0,8.8,7.0,11.8,7.5,0.1311,0.2306,0.5632,0.118,0.2485
